"id_int,pclass_int,name_str,sex_str,age_int,sibsp_int,parch_int,ticket_str,fare_float,cabin_str,embarked_str,boat_str,body_int,home.dest_str,survived_int",
"680,3,Boulos. Miss. Nourelain,female,9,1,1,2678,15.2458,?,C,?,?,Syria Kent. ON,0",
"681,3,Boulos. Mr. Hanna,male,?,0,0,2664,7.225,?,C,?,?,Syria,0",
"682,3,Boulos. Mrs. Joseph (Sultana),female,?,0,2,2678,15.2458,?,C,?,?,Syria Kent. ON,0",
"683,3,Bourke. Miss. Mary,female,?,0,2,364848,7.75,?,Q,?,?,Ireland Chicago. IL,0",
"684,3,Bourke. Mr. John,male,40,1,1,364849,15.5,?,Q,?,?,Ireland Chicago. IL,0",
"685,3,Bourke. Mrs. John (Catherine),female,32,1,1,364849,15.5,?,Q,?,?,Ireland Chicago. IL,0",
"686,3,Bowen. Mr. David John 'Dai',male,21,0,0,54636,16.1,?,S,?,?,Treherbert. Cardiff. Wales,0",
"687,3,Bradley. Miss. Bridget Delia,female,22,0,0,334914,7.725,?,Q,13,?,Kingwilliamstown. Co Cork. Ireland Glens Falls. NY,1",
"688,3,Braf. Miss. Elin Ester Maria,female,20,0,0,347471,7.8542,?,S,?,?,Medeltorp. Sweden Chicago. IL,0",
"689,3,Braund. Mr. Lewis Richard,male,29,1,0,3460,7.0458,?,S,?,?,Bridgerule. Devon,0",
"690,3,Braund. Mr. Owen Harris,male,22,1,0,A/5 21171,7.25,?,S,?,?,Bridgerule. Devon,0",
"691,3,Brobeck. Mr. Karl Rudolf,male,22,0,0,350045,7.7958,?,S,?,?,Sweden Worcester. MA,0",
"692,3,Brocklebank. Mr. William Alfred,male,35,0,0,364512,8.05,?,S,?,?,Broomfield. Chelmsford. England,0",
"693,3,Buckley. Miss. Katherine,female,18.5,0,0,329944,7.2833,?,Q,?,299,Co Cork. Ireland Roxbury. MA,0",
"694,3,Buckley. Mr. Daniel,male,21,0,0,330920,7.8208,?,Q,13,?,Kingwilliamstown. Co Cork. Ireland New York. NY,1",
"695,3,Burke. Mr. Jeremiah,male,19,0,0,365222,6.75,?,Q,?,?,Co Cork. Ireland Charlestown. MA,0",
"696,3,Burns. Miss. Mary Delia,female,18,0,0,330963,7.8792,?,Q,?,?,Co Sligo. Ireland New York. NY,0",
"697,3,Cacic. Miss. Manda,female,21,0,0,315087,8.6625,?,S,?,?,?,0",
"698,3,Cacic. Miss. Marija,female,30,0,0,315084,8.6625,?,S,?,?,?,0",
"699,3,Cacic. Mr. Jego Grga,male,18,0,0,315091,8.6625,?,S,?,?,?,0",
"700,3,Cacic. Mr. Luka,male,38,0,0,315089,8.6625,?,S,?,?,Croatia,0",
"701,3,Calic. Mr. Jovo,male,17,0,0,315093,8.6625,?,S,?,?,?,0",
"702,3,Calic. Mr. Petar,male,17,0,0,315086,8.6625,?,S,?,?,?,0",
"703,3,Canavan. Miss. Mary,female,21,0,0,364846,7.75,?,Q,?,?,?,0",
"704,3,Canavan. Mr. Patrick,male,21,0,0,364858,7.75,?,Q,?,?,Ireland Philadelphia. PA,0",
"705,3,Cann. Mr. Ernest Charles,male,21,0,0,A./5. 2152,8.05,?,S,?,?,?,0",
"706,3,Caram. Mr. Joseph,male,?,1,0,2689,14.4583,?,C,?,?,Ottawa. ON,0",
"707,3,Caram. Mrs. Joseph (Maria Elias),female,?,1,0,2689,14.4583,?,C,?,?,Ottawa. ON,0",
"708,3,Carlsson. Mr. August Sigfrid,male,28,0,0,350042,7.7958,?,S,?,?,Dagsas. Sweden Fower. MN,0",
"709,3,Carlsson. Mr. Carl Robert,male,24,0,0,350409,7.8542,?,S,?,?,Goteborg. Sweden Huntley. IL,0",
"710,3,Carr. Miss. Helen 'Ellen',female,16,0,0,367231,7.75,?,Q,16,?,Co Longford. Ireland New York. NY,1",
"711,3,Carr. Miss. Jeannie,female,37,0,0,368364,7.75,?,Q,?,?,Co Sligo. Ireland Hartford. CT,0",
"712,3,Carver. Mr. Alfred John,male,28,0,0,392095,7.25,?,S,?,?,St Denys. Southampton. Hants,0",
"713,3,Celotti. Mr. Francesco,male,24,0,0,343275,8.05,?,S,?,?,London,0",
"714,3,Charters. Mr. David,male,21,0,0,A/5. 13032,7.7333,?,Q,?,?,Ireland New York. NY,0",
"715,3,Chip. Mr. Chang,male,32,0,0,1601,56.4958,?,S,C,?,Hong Kong New York. NY,1",
"716,3,Christmann. Mr. Emil,male,29,0,0,343276,8.05,?,S,?,?,?,0",
"717,3,Chronopoulos. Mr. Apostolos,male,26,1,0,2680,14.4542,?,C,?,?,Greece,0",
"718,3,Chronopoulos. Mr. Demetrios,male,18,1,0,2680,14.4542,?,C,?,?,Greece,0",
"719,3,Coelho. Mr. Domingos Fernandeo,male,20,0,0,SOTON/O.Q. 3101307,7.05,?,S,?,?,Portugal,0",
"720,3,Cohen. Mr. Gurshon 'Gus',male,18,0,0,A/5 3540,8.05,?,S,12,?,London Brooklyn. NY,1",
"721,3,Colbert. Mr. Patrick,male,24,0,0,371109,7.25,?,Q,?,?,Co Limerick. Ireland Sherbrooke. PQ,0",
"722,3,Coleff. Mr. Peju,male,36,0,0,349210,7.4958,?,S,?,?,Bulgaria Chicago. IL,0",
"723,3,Coleff. Mr. Satio,male,24,0,0,349209,7.4958,?,S,?,?,?,0",
"724,3,Conlon. Mr. Thomas Henry,male,31,0,0,21332,7.7333,?,Q,?,?,Philadelphia. PA,0",
"725,3,Connaghton. Mr. Michael,male,31,0,0,335097,7.75,?,Q,?,?,Ireland Brooklyn. NY,0",
"726,3,Connolly. Miss. Kate,female,22,0,0,370373,7.75,?,Q,13,?,Ireland,1",
"727,3,Connolly. Miss. Kate,female,30,0,0,330972,7.6292,?,Q,?,?,Ireland,0",
"728,3,Connors. Mr. Patrick,male,70.5,0,0,370369,7.75,?,Q,?,171,?,0",
"729,3,Cook. Mr. Jacob,male,43,0,0,A/5 3536,8.05,?,S,?,?,?,0",
"730,3,Cor. Mr. Bartol,male,35,0,0,349230,7.8958,?,S,?,?,Austria,0",
"731,3,Cor. Mr. Ivan,male,27,0,0,349229,7.8958,?,S,?,?,Austria,0",
"732,3,Cor. Mr. Liudevit,male,19,0,0,349231,7.8958,?,S,?,?,Austria,0",
"733,3,Corn. Mr. Harry,male,30,0,0,SOTON/OQ 392090,8.05,?,S,?,?,London,0",
"734,3,Coutts. Master. Eden Leslie 'Neville',male,9,1,1,C.A. 37671,15.9,?,S,2,?,England Brooklyn. NY,1",
"735,3,Coutts. Master. William Loch 'William',male,3,1,1,C.A. 37671,15.9,?,S,2,?,England Brooklyn. NY,1",
"736,3,Coutts. Mrs. William (Winnie 'Minnie' Treanor),female,36,0,2,C.A. 37671,15.9,?,S,2,?,England Brooklyn. NY,1",
"737,3,Coxon. Mr. Daniel,male,59,0,0,364500,7.25,?,S,?,?,Merrill. WI,0",
"738,3,Crease. Mr. Ernest James,male,19,0,0,S.P. 3464,8.1583,?,S,?,?,Bristol. England Cleveland. OH,0",
"739,3,Cribb. Miss. Laura Alice,female,17,0,1,371362,16.1,?,S,12,?,Bournemouth. England Newark. NJ,1",
"740,3,Cribb. Mr. John Hatfield,male,44,0,1,371362,16.1,?,S,?,?,Bournemouth. England Newark. NJ,0",
"741,3,Culumovic. Mr. Jeso,male,17,0,0,315090,8.6625,?,S,?,?,Austria-Hungary,0",
"742,3,Daher. Mr. Shedid,male,22.5,0,0,2698,7.225,?,C,?,9,?,0",
"743,3,Dahl. Mr. Karl Edwart,male,45,0,0,7598,8.05,?,S,15,?,Australia Fingal. ND,1",
"744,3,Dahlberg. Miss. Gerda Ulrika,female,22,0,0,7552,10.5167,?,S,?,?,Norrlot. Sweden Chicago. IL,0",
"745,3,Dakic. Mr. Branko,male,19,0,0,349228,10.1708,?,S,?,?,Austria,0",
"746,3,Daly. Miss. Margaret Marcella 'Maggie',female,30,0,0,382650,6.95,?,Q,15,?,Co Athlone. Ireland New York. NY,1",
"747,3,Daly. Mr. Eugene Patrick,male,29,0,0,382651,7.75,?,Q,13 15 B,?,Co Athlone. Ireland New York. NY,1",
"748,3,Danbom. Master. Gilbert Sigvard Emanuel,male,0.3333,0,2,347080,14.4,?,S,?,?,Stanton. IA,0",
"749,3,Danbom. Mr. Ernst Gilbert,male,34,1,1,347080,14.4,?,S,?,197,Stanton. IA,0",
"750,3,Danbom. Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren),female,28,1,1,347080,14.4,?,S,?,?,Stanton. IA,0",
"751,3,Danoff. Mr. Yoto,male,27,0,0,349219,7.8958,?,S,?,?,Bulgaria Chicago. IL,0",
"752,3,Dantcheff. Mr. Ristiu,male,25,0,0,349203,7.8958,?,S,?,?,Bulgaria Chicago. IL,0",
"753,3,Davies. Mr. Alfred J,male,24,2,0,A/4 48871,24.15,?,S,?,?,West Bromwich. England Pontiac. MI,0",
"754,3,Davies. Mr. Evan,male,22,0,0,SC/A4 23568,8.05,?,S,?,?,?,0",
"755,3,Davies. Mr. John Samuel,male,21,2,0,A/4 48871,24.15,?,S,?,?,West Bromwich. England Pontiac. MI,0",
"756,3,Davies. Mr. Joseph,male,17,2,0,A/4 48873,8.05,?,S,?,?,West Bromwich. England Pontiac. MI,0",
"757,3,Davison. Mr. Thomas Henry,male,?,1,0,386525,16.1,?,S,?,?,Liverpool. England Bedford. OH,0",
"758,3,Davison. Mrs. Thomas Henry (Mary E Finck),female,?,1,0,386525,16.1,?,S,16,?,Liverpool. England Bedford. OH,1",
"759,3,de Messemaeker. Mr. Guillaume Joseph,male,36.5,1,0,345572,17.4,?,S,15,?,Tampico. MT,1",
"760,3,de Messemaeker. Mrs. Guillaume Joseph (Emma),female,36,1,0,345572,17.4,?,S,13,?,Tampico. MT,1",
"761,3,de Mulder. Mr. Theodore,male,30,0,0,345774,9.5,?,S,11,?,Belgium Detroit. MI,1",
"762,3,de Pelsmaeker. Mr. Alfons,male,16,0,0,345778,9.5,?,S,?,?,?,0",
"763,3,Dean. Master. Bertram Vere,male,1,1,2,C.A. 2315,20.575,?,S,10,?,Devon. England Wichita. KS,1",
"764,3,Dean. Miss. Elizabeth Gladys 'Millvina',female,0.1667,1,2,C.A. 2315,20.575,?,S,10,?,Devon. England Wichita. KS,1",
"765,3,Dean. Mr. Bertram Frank,male,26,1,2,C.A. 2315,20.575,?,S,?,?,Devon. England Wichita. KS,0",
"766,3,Dean. Mrs. Bertram (Eva Georgetta Light),female,33,1,2,C.A. 2315,20.575,?,S,10,?,Devon. England Wichita. KS,1",
"767,3,Delalic. Mr. Redjo,male,25,0,0,349250,7.8958,?,S,?,?,?,0",
"768,3,Demetri. Mr. Marinko,male,?,0,0,349238,7.8958,?,S,?,?,?,0",
"769,3,Denkoff. Mr. Mitto,male,?,0,0,349225,7.8958,?,S,?,?,Bulgaria Coon Rapids. IA,0",
"770,3,Dennis. Mr. Samuel,male,22,0,0,A/5 21172,7.25,?,S,?,?,?,0",
"771,3,Dennis. Mr. William,male,36,0,0,A/5 21175,7.25,?,S,?,?,?,0",
"772,3,Devaney. Miss. Margaret Delia,female,19,0,0,330958,7.8792,?,Q,C,?,Kilmacowen. Co Sligo. Ireland New York. NY,1",
"773,3,Dika. Mr. Mirko,male,17,0,0,349232,7.8958,?,S,?,?,?,0",
"774,3,Dimic. Mr. Jovan,male,42,0,0,315088,8.6625,?,S,?,?,?,0",
"775,3,Dintcheff. Mr. Valtcho,male,43,0,0,349226,7.8958,?,S,?,?,?,0",
"776,3,Doharr. Mr. Tannous,male,?,0,0,2686,7.2292,?,C,?,?,?,0",
"777,3,Dooley. Mr. Patrick,male,32,0,0,370376,7.75,?,Q,?,?,Ireland New York. NY,0",
"778,3,Dorking. Mr. Edward Arthur,male,19,0,0,A/5. 10482,8.05,?,S,B,?,England Oglesby. IL,1",
"779,3,Dowdell. Miss. Elizabeth,female,30,0,0,364516,12.475,?,S,13,?,Union Hill. NJ,1",
"780,3,Doyle. Miss. Elizabeth,female,24,0,0,368702,7.75,?,Q,?,?,Ireland New York. NY,0",
"781,3,Drapkin. Miss. Jennie,female,23,0,0,SOTON/OQ 392083,8.05,?,S,?,?,London New York. NY,1",
"782,3,Drazenoic. Mr. Jozef,male,33,0,0,349241,7.8958,?,C,?,51,Austria Niagara Falls. NY,0",
"783,3,Duane. Mr. Frank,male,65,0,0,336439,7.75,?,Q,?,?,?,0",
"784,3,Duquemin. Mr. Joseph,male,24,0,0,S.O./P.P. 752,7.55,?,S,D,?,England Albion. NY,1",
"785,3,Dyker. Mr. Adolf Fredrik,male,23,1,0,347072,13.9,?,S,?,?,West Haven. CT,0",
"786,3,Dyker. Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson),female,22,1,0,347072,13.9,?,S,16,?,West Haven. CT,1",
"787,3,Edvardsson. Mr. Gustaf Hjalmar,male,18,0,0,349912,7.775,?,S,?,?,Tofta. Sweden Joliet. IL,0",
"788,3,Eklund. Mr. Hans Linus,male,16,0,0,347074,7.775,?,S,?,?,Karberg. Sweden Jerome Junction. AZ,0",
"789,3,Ekstrom. Mr. Johan,male,45,0,0,347061,6.975,?,S,?,?,Effington Rut. SD,0",
"790,3,Elias. Mr. Dibo,male,?,0,0,2674,7.225,?,C,?,?,?,0",
"791,3,Elias. Mr. Joseph,male,39,0,2,2675,7.2292,?,C,?,?,Syria Ottawa. ON,0",
"792,3,Elias. Mr. Joseph Jr,male,17,1,1,2690,7.2292,?,C,?,?,?,0",
"793,3,Elias. Mr. Tannous,male,15,1,1,2695,7.2292,?,C,?,?,Syria,0",
"794,3,Elsbury. Mr. William James,male,47,0,0,A/5 3902,7.25,?,S,?,?,Illinois. USA,0",
"795,3,Emanuel. Miss. Virginia Ethel,female,5,0,0,364516,12.475,?,S,13,?,New York. NY,1",
"796,3,Emir. Mr. Farred Chehab,male,?,0,0,2631,7.225,?,C,?,?,?,0",
"797,3,Everett. Mr. Thomas James,male,40.5,0,0,C.A. 6212,15.1,?,S,?,187,?,0",
"798,3,Farrell. Mr. James,male,40.5,0,0,367232,7.75,?,Q,?,68,Aughnacliff. Co Longford. Ireland New York. NY,0",
"799,3,Finoli. Mr. Luigi,male,?,0,0,SOTON/O.Q. 3101308,7.05,?,S,15,?,Italy Philadelphia. PA,1",
"800,3,Fischer. Mr. Eberhard Thelander,male,18,0,0,350036,7.7958,?,S,?,?,?,0",
"801,3,Fleming. Miss. Honora,female,?,0,0,364859,7.75,?,Q,?,?,?,0",
"802,3,Flynn. Mr. James,male,?,0,0,364851,7.75,?,Q,?,?,?,0",
"803,3,Flynn. Mr. John,male,?,0,0,368323,6.95,?,Q,?,?,?,0",
"804,3,Foley. Mr. Joseph,male,26,0,0,330910,7.8792,?,Q,?,?,Ireland Chicago. IL,0",
"805,3,Foley. Mr. William,male,?,0,0,365235,7.75,?,Q,?,?,Ireland,0",
"806,3,Foo. Mr. Choong,male,?,0,0,1601,56.4958,?,S,13,?,Hong Kong New York. NY,1",
"807,3,Ford. Miss. Doolina Margaret 'Daisy',female,21,2,2,W./C. 6608,34.375,?,S,?,?,Rotherfield. Sussex. England Essex Co. MA,0",
"808,3,Ford. Miss. Robina Maggie 'Ruby',female,9,2,2,W./C. 6608,34.375,?,S,?,?,Rotherfield. Sussex. England Essex Co. MA,0",
"809,3,Ford. Mr. Arthur,male,?,0,0,A/5 1478,8.05,?,S,?,?,Bridgwater. Somerset. England,0",
"810,3,Ford. Mr. Edward Watson,male,18,2,2,W./C. 6608,34.375,?,S,?,?,Rotherfield. Sussex. England Essex Co. MA,0",
"811,3,Ford. Mr. William Neal,male,16,1,3,W./C. 6608,34.375,?,S,?,?,Rotherfield. Sussex. England Essex Co. MA,0",
"812,3,Ford. Mrs. Edward (Margaret Ann Watson),female,48,1,3,W./C. 6608,34.375,?,S,?,?,Rotherfield. Sussex. England Essex Co. MA,0",
"813,3,Fox. Mr. Patrick,male,?,0,0,368573,7.75,?,Q,?,?,Ireland New York. NY,0",
"814,3,Franklin. Mr. Charles (Charles Fardon),male,?,0,0,SOTON/O.Q. 3101314,7.25,?,S,?,?,?,0",
"815,3,Gallagher. Mr. Martin,male,25,0,0,36864,7.7417,?,Q,?,?,New York. NY,0",
"816,3,Garfirth. Mr. John,male,?,0,0,358585,14.5,?,S,?,?,?,0",
"817,3,Gheorgheff. Mr. Stanio,male,?,0,0,349254,7.8958,?,C,?,?,?,0",
"818,3,Gilinski. Mr. Eliezer,male,22,0,0,14973,8.05,?,S,?,47,?,0",
"819,3,Gilnagh. Miss. Katherine 'Katie',female,16,0,0,35851,7.7333,?,Q,16,?,Co Longford. Ireland New York. NY,1",
"820,3,Glynn. Miss. Mary Agatha,female,?,0,0,335677,7.75,?,Q,13,?,Co Clare. Ireland Washington. DC,1",
"821,3,Goldsmith. Master. Frank John William 'Frankie',male,9,0,2,363291,20.525,?,S,C D,?,Strood. Kent. England Detroit. MI,1",
"822,3,Goldsmith. Mr. Frank John,male,33,1,1,363291,20.525,?,S,?,?,Strood. Kent. England Detroit. MI,0",
"823,3,Goldsmith. Mr. Nathan,male,41,0,0,SOTON/O.Q. 3101263,7.85,?,S,?,?,Philadelphia. PA,0",
"824,3,Goldsmith. Mrs. Frank John (Emily Alice Brown),female,31,1,1,363291,20.525,?,S,C D,?,Strood. Kent. England Detroit. MI,1",
"825,3,Goncalves. Mr. Manuel Estanslas,male,38,0,0,SOTON/O.Q. 3101306,7.05,?,S,?,?,Portugal,0",
"826,3,Goodwin. Master. Harold Victor,male,9,5,2,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"827,3,Goodwin. Master. Sidney Leonard,male,1,5,2,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"828,3,Goodwin. Master. William Frederick,male,11,5,2,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"829,3,Goodwin. Miss. Jessie Allis,female,10,5,2,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"830,3,Goodwin. Miss. Lillian Amy,female,16,5,2,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"831,3,Goodwin. Mr. Charles Edward,male,14,5,2,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"832,3,Goodwin. Mr. Charles Frederick,male,40,1,6,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"833,3,Goodwin. Mrs. Frederick (Augusta Tyler),female,43,1,6,CA 2144,46.9,?,S,?,?,Wiltshire. England Niagara Falls. NY,0",
"834,3,Green. Mr. George Henry,male,51,0,0,21440,8.05,?,S,?,?,Dorking. Surrey. England,0",
"835,3,Gronnestad. Mr. Daniel Danielsen,male,32,0,0,8471,8.3625,?,S,?,?,Foresvik. Norway Portland. ND,0",
"836,3,Guest. Mr. Robert,male,?,0,0,376563,8.05,?,S,?,?,?,0",
"837,3,Gustafsson. Mr. Alfred Ossian,male,20,0,0,7534,9.8458,?,S,?,?,Waukegan. Chicago. IL,0",
"838,3,Gustafsson. Mr. Anders Vilhelm,male,37,2,0,3101276,7.925,?,S,?,98,Ruotsinphytaa. Finland New York. NY,0",
"839,3,Gustafsson. Mr. Johan Birger,male,28,2,0,3101277,7.925,?,S,?,?,Ruotsinphytaa. Finland New York. NY,0",
"840,3,Gustafsson. Mr. Karl Gideon,male,19,0,0,347069,7.775,?,S,?,?,Myren. Sweden New York. NY,0",
"841,3,Haas. Miss. Aloisia,female,24,0,0,349236,8.85,?,S,?,?,?,0",
"842,3,Hagardon. Miss. Kate,female,17,0,0,AQ/3. 30631,7.7333,?,Q,?,?,?,0",
"843,3,Hagland. Mr. Ingvald Olai Olsen,male,?,1,0,65303,19.9667,?,S,?,?,?,0",
"844,3,Hagland. Mr. Konrad Mathias Reiersen,male,?,1,0,65304,19.9667,?,S,?,?,?,0",
"845,3,Hakkarainen. Mr. Pekka Pietari,male,28,1,0,STON/O2. 3101279,15.85,?,S,?,?,?,0",
"846,3,Hakkarainen. Mrs. Pekka Pietari (Elin Matilda Dolck),female,24,1,0,STON/O2. 3101279,15.85,?,S,15,?,?,1",
"847,3,Hampe. Mr. Leon,male,20,0,0,345769,9.5,?,S,?,?,?,0",
"848,3,Hanna. Mr. Mansour,male,23.5,0,0,2693,7.2292,?,C,?,188,?,0",
"849,3,Hansen. Mr. Claus Peter,male,41,2,0,350026,14.1083,?,S,?,?,?,0",
"850,3,Hansen. Mr. Henrik Juul,male,26,1,0,350025,7.8542,?,S,?,?,?,0",
"851,3,Hansen. Mr. Henry Damsgaard,male,21,0,0,350029,7.8542,?,S,?,69,?,0",
"852,3,Hansen. Mrs. Claus Peter (Jennie L Howard),female,45,1,0,350026,14.1083,?,S,11,?,?,1",
"853,3,Harknett. Miss. Alice Phoebe,female,?,0,0,W./C. 6609,7.55,?,S,?,?,?,0",
"854,3,Harmer. Mr. Abraham (David Lishin),male,25,0,0,374887,7.25,?,S,B,?,?,0",
"855,3,Hart. Mr. Henry,male,?,0,0,394140,6.8583,?,Q,?,?,?,0",
"856,3,Hassan. Mr. Houssein G N,male,11,0,0,2699,18.7875,?,C,?,?,?,0",
"857,3,Healy. Miss. Hanora 'Nora',female,?,0,0,370375,7.75,?,Q,16,?,?,1",
"858,3,Hedman. Mr. Oskar Arvid,male,27,0,0,347089,6.975,?,S,15,?,?,1",
"859,3,Hee. Mr. Ling,male,?,0,0,1601,56.4958,?,S,C,?,?,1",
"860,3,Hegarty. Miss. Hanora 'Nora',female,18,0,0,365226,6.75,?,Q,?,?,?,0",
"861,3,Heikkinen. Miss. Laina,female,26,0,0,STON/O2. 3101282,7.925,?,S,?,?,?,1",
"862,3,Heininen. Miss. Wendla Maria,female,23,0,0,STON/O2. 3101290,7.925,?,S,?,?,?,0",
"863,3,Hellstrom. Miss. Hilda Maria,female,22,0,0,7548,8.9625,?,S,C,?,?,1",
"864,3,Hendekovic. Mr. Ignjac,male,28,0,0,349243,7.8958,?,S,?,306,?,0",
"865,3,Henriksson. Miss. Jenny Lovisa,female,28,0,0,347086,7.775,?,S,?,?,?,0",
"866,3,Henry. Miss. Delia,female,?,0,0,382649,7.75,?,Q,?,?,?,0",
"867,3,Hirvonen. Miss. Hildur E,female,2,0,1,3101298,12.2875,?,S,15,?,?,1",
"868,3,Hirvonen. Mrs. Alexander (Helga E Lindqvist),female,22,1,1,3101298,12.2875,?,S,15,?,?,1",
"869,3,Holm. Mr. John Fredrik Alexander,male,43,0,0,C 7075,6.45,?,S,?,?,?,0",
"870,3,Holthen. Mr. Johan Martin,male,28,0,0,C 4001,22.525,?,S,?,?,?,0",
"871,3,Honkanen. Miss. Eliina,female,27,0,0,STON/O2. 3101283,7.925,?,S,?,?,?,1",
"872,3,Horgan. Mr. John,male,?,0,0,370377,7.75,?,Q,?,?,?,0",
"873,3,Howard. Miss. May Elizabeth,female,?,0,0,A. 2. 39186,8.05,?,S,C,?,?,1",
"874,3,Humblen. Mr. Adolf Mathias Nicolai Olsen,male,42,0,0,348121,7.65,F G63,S,?,120,?,0",
"875,3,Hyman. Mr. Abraham,male,?,0,0,3470,7.8875,?,S,C,?,?,1",
"876,3,Ibrahim Shawah. Mr. Yousseff,male,30,0,0,2685,7.2292,?,C,?,?,?,0",
"877,3,Ilieff. Mr. Ylio,male,?,0,0,349220,7.8958,?,S,?,?,?,0",
"878,3,Ilmakangas. Miss. Ida Livija,female,27,1,0,STON/O2. 3101270,7.925,?,S,?,?,?,0",
"879,3,Ilmakangas. Miss. Pieta Sofia,female,25,1,0,STON/O2. 3101271,7.925,?,S,?,?,?,0",
"880,3,Ivanoff. Mr. Kanio,male,?,0,0,349201,7.8958,?,S,?,?,?,0",
"881,3,Jalsevac. Mr. Ivan,male,29,0,0,349240,7.8958,?,C,15,?,?,1",
"882,3,Jansson. Mr. Carl Olof,male,21,0,0,350034,7.7958,?,S,A,?,?,1",
"883,3,Jardin. Mr. Jose Neto,male,?,0,0,SOTON/O.Q. 3101305,7.05,?,S,?,?,?,0",
"884,3,Jensen. Mr. Hans Peder,male,20,0,0,350050,7.8542,?,S,?,?,?,0",
"885,3,Jensen. Mr. Niels Peder,male,48,0,0,350047,7.8542,?,S,?,?,?,0",
"886,3,Jensen. Mr. Svend Lauritz,male,17,1,0,350048,7.0542,?,S,?,?,?,0",
"887,3,Jermyn. Miss. Annie,female,?,0,0,14313,7.75,?,Q,D,?,?,1",
"888,3,Johannesen-Bratthammer. Mr. Bernt,male,?,0,0,65306,8.1125,?,S,13,?,?,1",
"889,3,Johanson. Mr. Jakob Alfred,male,34,0,0,3101264,6.4958,?,S,?,143,?,0",
"890,3,Johansson Palmquist. Mr. Oskar Leander,male,26,0,0,347070,7.775,?,S,15,?,?,1",
"891,3,Johansson. Mr. Erik,male,22,0,0,350052,7.7958,?,S,?,156,?,0",
"892,3,Johansson. Mr. Gustaf Joel,male,33,0,0,7540,8.6542,?,S,?,285,?,0",
"893,3,Johansson. Mr. Karl Johan,male,31,0,0,347063,7.775,?,S,?,?,?,0",
"894,3,Johansson. Mr. Nils,male,29,0,0,347467,7.8542,?,S,?,?,?,0",
"895,3,Johnson. Master. Harold Theodor,male,4,1,1,347742,11.1333,?,S,15,?,?,1",
"896,3,Johnson. Miss. Eleanor Ileen,female,1,1,1,347742,11.1333,?,S,15,?,?,1",
"897,3,Johnson. Mr. Alfred,male,49,0,0,LINE,0,?,S,?,?,?,0",
"898,3,Johnson. Mr. Malkolm Joackim,male,33,0,0,347062,7.775,?,S,?,37,?,0",
"899,3,Johnson. Mr. William Cahoone Jr,male,19,0,0,LINE,0,?,S,?,?,?,0",
"900,3,Johnson. Mrs. Oscar W (Elisabeth Vilhelmina Berg),female,27,0,2,347742,11.1333,?,S,15,?,?,1",
"901,3,Johnston. Master. William Arthur 'Willie',male,?,1,2,W./C. 6607,23.45,?,S,?,?,?,0",
"902,3,Johnston. Miss. Catherine Helen 'Carrie',female,?,1,2,W./C. 6607,23.45,?,S,?,?,?,0",
"903,3,Johnston. Mr. Andrew G,male,?,1,2,W./C. 6607,23.45,?,S,?,?,?,0",
"904,3,Johnston. Mrs. Andrew G (Elizabeth 'Lily' Watson),female,?,1,2,W./C. 6607,23.45,?,S,?,?,?,0",
"905,3,Jonkoff. Mr. Lalio,male,23,0,0,349204,7.8958,?,S,?,?,?,0",
"906,3,Jonsson. Mr. Carl,male,32,0,0,350417,7.8542,?,S,15,?,?,1",
"907,3,Jonsson. Mr. Nils Hilding,male,27,0,0,350408,7.8542,?,S,?,?,?,0",
"908,3,Jussila. Miss. Katriina,female,20,1,0,4136,9.825,?,S,?,?,?,0",
"909,3,Jussila. Miss. Mari Aina,female,21,1,0,4137,9.825,?,S,?,?,?,0",
"910,3,Jussila. Mr. Eiriik,male,32,0,0,STON/O 2. 3101286,7.925,?,S,15,?,?,1",
"911,3,Kallio. Mr. Nikolai Erland,male,17,0,0,STON/O 2. 3101274,7.125,?,S,?,?,?,0",
"912,3,Kalvik. Mr. Johannes Halvorsen,male,21,0,0,8475,8.4333,?,S,?,?,?,0",
"913,3,Karaic. Mr. Milan,male,30,0,0,349246,7.8958,?,S,?,?,?,0",
"914,3,Karlsson. Mr. Einar Gervasius,male,21,0,0,350053,7.7958,?,S,13,?,?,1",
"915,3,Karlsson. Mr. Julius Konrad Eugen,male,33,0,0,347465,7.8542,?,S,?,?,?,0",
"916,3,Karlsson. Mr. Nils August,male,22,0,0,350060,7.5208,?,S,?,?,?,0",
"917,3,Karun. Miss. Manca,female,4,0,1,349256,13.4167,?,C,15,?,?,1",
"918,3,Karun. Mr. Franz,male,39,0,1,349256,13.4167,?,C,15,?,?,1",
"919,3,Kassem. Mr. Fared,male,?,0,0,2700,7.2292,?,C,?,?,?,0",
